['HatBack_mover', -4.4965071597597673e-29, 55.61945931184833, -11.300922537001817, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['HatFront_mover', -4.1020767071492614e-29, -64.82728089766428, 50.68164340216817, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['HatSide_l_mover', 65.17077180187803, 3.0531133177191805e-16, 13.354569797022243, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['HatSide_r_mover', -65.17076873779297, -2.700091247343138e-16, -27.10711520313437, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['HatTip01_mover', -4.6542793408039697e-29, 8.127754876920733, 47.69583293887193, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['HatTip02_mover', 2.2351649272638454, 19.10191331108589, 28.639186566121538, 19.29455936787152, 7.951386703658794e-16, 21.320202355047257, 1.0, 1.0, 1.0]
['HatTip03_mover', -0.3496070766062722, 23.490220831408624, -2.8045650058993536, -19.055300544289192, 3.975693351829395e-16, 16.514067548951637, 1.0, 1.0, 1.0]
['Hat_mover', 8.361925595342725e-29, -8.826273045769994e-15, -3.410605131648481e-13, -6.957463365701571e-16, -2.4764221167293575e-14, 5.933722327605374e-14, 1.0, 1.0, 1.0]
['Wand_mover', -116.46152802335058, -51.487860109501156, 192.7192807017354, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['ball_mover_l', -8.934157019478398, 6.862566070964249e-15, -2.3342005411874922e-14, -7.765026077791789e-18, -1.6065963195368456e-12, -6.635154118118179e-22, 1.0, 1.0, 1.0]
['ball_mover_r', 8.934157371520996, -6.862566070964249e-15, 2.3342005411874922e-14, -7.765026077791789e-18, -1.6065963195368456e-12, -6.635154118118179e-22, 1.0, 1.0, 1.0]
['bigtoe_distal_phalange_mover_l', -2.1316282072803006e-14, 2.5757174171303632e-14, -7.105427357601002e-15, 0.0, 0.0, -1.4312496066585825e-13, 1.0, 1.0, 1.0]
['bigtoe_distal_phalange_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, -1.4312496066585825e-13, 1.0, 1.0, 1.0]
['bigtoe_metatarsal_mover_l', 1.0658141036401503e-14, -4.085620730620576e-14, -7.105427357601002e-15, 1.3880139414574334e-13, -1.603036831582786e-12, 3.289886248638631e-14, 1.0, 1.0, 1.0]
['bigtoe_metatarsal_mover_r', -0.0, -0.0, -0.0, 1.3880139414574334e-13, -1.603036831582786e-12, 3.289886248638631e-14, 1.0, 1.0, 1.0]
