['antenaHair_01_01_mover', 3.9186974043195284, -29.6887225594982, 26.920249525629675, 4.677260868545825, -1.8594604782762647, -158.36671454736233, 0.2882958790900784, 0.2882958790900784, 0.2882958790900784]
['antenaHair_01_02_mover', -1.170682698627103e-15, -5.72502454893255, -4.537900714940568, -69.79659177743935, 10.290772578274963, 3.242062225825625, 1.0, 1.0, 1.0]
['antenaHair_01_03_mover', -0.08910775223591152, 8.80891125148305, -1.4942012880027102, -5.16770180839888, -0.8367150937627417, -5.686395811743853, 1.0, 1.0, 1.0]
['antenaHair_01_04_mover', 2.1549700895301733e-17, 6.937386748739298, -1.174060848541103e-14, 5.165881389213813, 0.0, 0.0, 1.0, 1.0, 1.0]
['armCloth_01_l_mover', 6.0310254826543765, -3.3965885659625883e-15, -14.2994925514595, 0.0, 63.89214833118044, 0.0, 1.0, 1.0, 1.0]
['ball_mover_l', 9.260221759565924, 1.7158877739293965, -5.546973470826888e-14, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['ball_mover_r', -9.260221481323242, -1.7158877849578857, 5.546973470826888e-14, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['belt_pelvis_l_mover', 35.74916365820812, -6.773384828254512, 40.41221615511802, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['belt_thigh_r_mover', 16.00266766482249, 10.17113755867053, -10.153793966157187, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bigtoe_distal_phalange_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bigtoe_distal_phalange_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bigtoe_metatarsal_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bigtoe_metatarsal_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bigtoe_proximal_phalange_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bigtoe_proximal_phalange_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['boot_ankle_l_mover', 1.8491163677426852, 1.689460159659327, 17.14612423697587, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['boot_ankle_r_mover', -1.849116325378418, -1.6894601583480835, -17.1461238861084, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['bracer_top_l_mover', 5.7402049804740605, -1.059411259476543, -11.87715009101073, -14.53947499203106, 58.745725557240114, -16.876830457482544, 1.0, 1.0, 1.0]
['bracer_top_r_mover', -5.740204811096191, 1.0594112873077393, 11.877150535583496, -14.539475440979006, 58.74572372436524, -16.8768310546875, 1.0, 1.0, 1.0]
['breast_l_mover', 20.520218138248435, -38.90515224200504, 3.9675494217614773, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['breast_r_mover', -20.520217895507812, 38.9051513671875, -3.9675493240356445, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['calf_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 3.553625370686309, 1.0, 1.0, 1.0]
['calf_mover_r', -0.0, -0.0, -0.0, 0.0, 0.0, 3.553625370686309, 1.0, 1.0, 1.0]
['calf_twist_01_mover_l', 61.722944012758994, 2.252516123002193, -1.262228564311459, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['calf_twist_01_mover_r', -61.72294235229492, -2.252516031265259, 1.2622286081314087, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['clavicle_mover_l', 6.16413164843198, -8.636886206816232, 2.238475998576962e-14, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['clavicle_mover_r', -6.1641316413879395, 8.636886596679688, -2.238475992565568e-14, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['eye_l_mover', 9.569026348415832, -23.817628974359856, 10.234015835996914, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['eye_r_mover', -9.569025993347168, 23.817628860473633, -10.234015464782715, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['eyebrow_01_l_mover', 5.215534628647904, -28.922589214205345, 15.732610874814911, 0.0, 0.0, 0.0, 0.527198864405716, 0.527198864405716, 0.527198864405716]
['eyebrow_01_r_mover', -5.215534687042236, 28.922588348388672, -15.732610702514648, 0.0, 0.0, 0.0, 0.527198864405716, 0.527198864405716, 0.527198864405716]
['eyebrow_02_l_mover', 10.988910156079303, -25.933128568877645, 16.10571327292995, 0.0, 0.0, 0.0, 0.6328766170909991, 0.6328766170909991, 0.6328766170909991]
['eyebrow_02_r_mover', -10.988909721374512, 25.933128356933594, -16.105712890625, 0.0, 0.0, 0.0, 0.6328766170909991, 0.6328766170909991, 0.6328766170909991]
['eyebrow_03_l_mover', 14.216523281176906, -22.256625591069227, 14.599043077274487, 0.0, 0.0, 0.0, 0.4543804303271369, 0.4543804303271369, 0.4543804303271369]
['eyebrow_03_r_mover', -14.216523170471191, 22.25662612915039, -14.599042892456055, 0.0, 0.0, 0.0, 0.4543804303271369, 0.4543804303271369, 0.4543804303271369]
['eyelid_lower_l_mover', 9.569, -23.818, 10.234, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['eyelid_lower_r_mover', -9.569000244140625, 23.81800079345703, -10.234000205993652, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['eyelid_upper_l_mover', 9.569, -23.818, 10.234, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['eyelid_upper_r_mover', -9.569000244140625, 23.81800079345703, -10.234000205993652, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['foot_mover_l', 8.441651771982169, -5.498836823841655, -1.6932258325194882, -16.06361371026812, -0.3953181616967205, -1.720653901184422, 1.0, 1.0, 1.0]
['foot_mover_r', -8.441651344299316, 5.498836994171143, 1.6932258605957031, -16.06361371026812, -0.3953181616967205, -1.720653901184422, 1.0, 1.0, 1.0]
['hairStrand_01_mover', 18.859785482561698, -14.593713210592282, 21.405687991332158, -90.0, -1.876054372901396, -90.00000000000003, 0.421672946195917, 0.421672946195917, 0.421672946195917]
['hairStrand_02_mover', -0.4517461097312036, 0.23792091592001488, 1.724814357244769e-15, -3.7991762986515507, 0.0, -3.576575727618429, 1.0, 1.0, 1.0]
['hairStrand_03_mover', 0.1457431805356455, 1.2522723220002199, 2.2253116278433004e-17, -3.6166689530110405, 0.0, -6.638388555195079, 1.0, 1.0, 1.0]
['hairStrand_04_mover', 0.0, 0.0, 0.0, 0.0, 0.0, -9.034075520449921, 1.0, 1.0, 1.0]
['hair_back_mover', 0.0, 17.687176719218083, 2.526027054519277, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['hand_mid_pivot_mover_l', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
['hand_mid_pivot_mover_r', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
